Performance Statistics   2016-04-07 00:00:00 - 2016-04-07 00:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Alumno.edit#xml                       5,0           4           6         1,0           2
gestionactividades$Alumno.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           1
gestionactividades$Factura.browse#load                  33,0          33          33         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                   11,0          11          11         0,0           1
gestionactividades$Factura.browse@facturasDs             6,0           6           6         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           1
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           2
gestionactividades$Factura.edit#load                    22,0          22          22         0,0           1
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           1
gestionactividades$Factura.edit#setItem                 41,0          41          41         0,0           1
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           1
gestionactividades$Factura.edit#xml                      4,0           4           4         0,0           1
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           1
windowActions#xml                                        2,3           2           3         0,4           4

Performance Statistics   2016-04-09 16:44:00 - 2016-04-09 16:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#xml                   11,0          10          12         1,0           2

Performance Statistics   2016-04-09 16:50:00 - 2016-04-09 16:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 2,0           2           2         0,0           1
gestionactividades$Factura.browse#load                 466,0         466         466         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                   19,0          19          19         0,0           1
gestionactividades$Factura.browse@facturasDs           670,0         670         670         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           1
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           2
gestionactividades$Factura.edit#load                  1287,0        1287        1287         0,0           1
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           1
gestionactividades$Factura.edit#setItem                  2,0           2           2         0,0           1
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           1
gestionactividades$Factura.edit#xml                      8,0           5          11         3,0           2
gestionactividades$Factura.edit.windowActions#load         2,0           2           2         0,0           1
mainWindow#init                                         17,0          17          17         0,0           1
mainWindow#inject                                       21,0          21          21         0,0           1
mainWindow#load                                        722,0         722         722         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                         350,0         350         350         0,0           1
windowActions#xml                                        4,5           4           5         0,5           2

Performance Statistics   2016-04-09 16:52:00 - 2016-04-09 16:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           1
gestionactividades$Factura.browse#load                  40,0          40          40         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                    5,0           5           5         0,0           1
gestionactividades$Factura.browse@facturasDs            22,0          22          22         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           5
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0          10
gestionactividades$Factura.edit#load                   128,0          19         248        84,5           5
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           5
gestionactividades$Factura.edit#setItem                 35,2           0         106        39,4           5
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           5
gestionactividades$Factura.edit#xml                      5,8           5           7         0,7           6
gestionactividades$Factura.edit.windowActions#load         0,4           0           2         0,8           5
mainWindow#init                                          1,0           1           1         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                         14,0          14          14         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           4,0           4           4         0,0           1
windowActions#xml                                        3,2           2           5         1,1           6

Performance Statistics   2016-04-09 16:54:00 - 2016-04-09 16:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           4
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           8
gestionactividades$Factura.edit#load                    52,8          13         140        50,9           4
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           4
gestionactividades$Factura.edit#setItem                 16,3           0          38        16,7           4
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           4
gestionactividades$Factura.edit#xml                      5,8           4           8         1,8           4
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           4
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           3
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           3
gestionactividades$Responsable.browse#load              34,7          18          67        22,9           3
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           3
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           3
gestionactividades$Responsable.browse#xml                8,0           6          10         1,6           3
gestionactividades$Responsable.browse@responsablesDs        12,3          10          15         2,1           3
windowActions#xml                                        2,8           2           4         0,8           4

Performance Statistics   2016-04-09 16:56:00 - 2016-04-09 16:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           2
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           4
gestionactividades$Factura.edit#load                   146,0         113         179        33,0           2
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           2
gestionactividades$Factura.edit#setItem                 51,0          51          51         0,0           2
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           2
gestionactividades$Factura.edit#xml                      5,5           4           7         1,5           2
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           2
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           2
gestionactividades$Responsable.browse#load              17,5          16          19         1,5           2
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           2
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           2
gestionactividades$Responsable.browse#xml                6,0           6           6         0,0           2
gestionactividades$Responsable.browse@responsablesDs        16,0          11          21         5,0           2
windowActions#xml                                        2,5           2           3         0,5           2

Performance Statistics   2016-04-09 16:58:00 - 2016-04-09 17:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:00:00 - 2016-04-09 17:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           2
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           4
gestionactividades$Factura.edit#load                   153,5         136         171        17,5           2
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           2
gestionactividades$Factura.edit#setItem                 46,5          46          47         0,5           2
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           2
gestionactividades$Factura.edit#xml                      5,0           4           6         1,0           2
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Factura.edit@actividadesAlumnoDs        28,0          28          28         0,0           1
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           1
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           1
gestionactividades$Responsable.browse#load              20,0          20          20         0,0           1
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           1
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#xml                8,0           8           8         0,0           1
gestionactividades$Responsable.browse@responsablesDs         8,0           8           8         0,0           1
windowActions#xml                                        2,5           2           3         0,5           2

Performance Statistics   2016-04-09 17:02:00 - 2016-04-09 17:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$ActividadAlumno.browse#init           0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#inject         0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#load          29,0          29          29         0,0           1
gestionactividades$ActividadAlumno.browse#ready          0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#xml           12,0          12          12         0,0           1
gestionactividades$ActividadAlumno.browse@actividadAlumnoesDs        17,0          17          17         0,0           1
gestionactividades$Alumno.browse#init                    0,0           0           0         0,0           1
gestionactividades$Alumno.browse#inject                  0,0           0           0         0,0           1
gestionactividades$Alumno.browse#load                   39,0          39          39         0,0           1
gestionactividades$Alumno.browse#ready                   0,0           0           0         0,0           1
gestionactividades$Alumno.browse#uiPermissions           0,0           0           0         0,0           1
gestionactividades$Alumno.browse#xml                    11,0          11          11         0,0           1
gestionactividades$Alumno.browse@alumnoesDs             36,0          36          36         0,0           1
gestionactividades$Alumno.edit#init                      0,0           0           0         0,0           1
gestionactividades$Alumno.edit#inject                    0,0           0           0         0,0           2
gestionactividades$Alumno.edit#load                     23,0          23          23         0,0           1
gestionactividades$Alumno.edit#ready                     0,0           0           0         0,0           1
gestionactividades$Alumno.edit#setItem                  17,0          17          17         0,0           1
gestionactividades$Alumno.edit#uiPermissions             0,0           0           0         0,0           1
gestionactividades$Alumno.edit#xml                       4,0           4           4         0,0           1
gestionactividades$Alumno.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           1
gestionactividades$Factura.browse#load                  24,0          24          24         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                    5,0           5           5         0,0           1
gestionactividades$Factura.browse@facturasDs            10,0          10          10         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           2
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           4
gestionactividades$Factura.edit#load                   132,5         120         145        12,5           2
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           2
gestionactividades$Factura.edit#setItem                 40,5          37          44         3,5           2
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           2
gestionactividades$Factura.edit#xml                      5,5           5           6         0,5           2
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Factura.edit@actividadesAlumnoDs        11,0           7          13         2,4           4
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           2
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           2
gestionactividades$Responsable.browse#load              17,0          17          17         0,0           2
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           2
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           2
gestionactividades$Responsable.browse#xml                7,0           7           7         0,0           2
gestionactividades$Responsable.browse@responsablesDs        10,0           8          12         2,0           2
windowActions#xml                                        2,3           2           3         0,5           3

Performance Statistics   2016-04-09 17:04:00 - 2016-04-09 17:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$ActividadAlumno.browse#init           0,0           0           0         0,0           2
gestionactividades$ActividadAlumno.browse#inject         0,0           0           0         0,0           2
gestionactividades$ActividadAlumno.browse#load          15,0          12          18         3,0           2
gestionactividades$ActividadAlumno.browse#ready          0,0           0           0         0,0           2
gestionactividades$ActividadAlumno.browse#uiPermissions         0,0           0           0         0,0           2
gestionactividades$ActividadAlumno.browse#xml            7,0           6           8         1,0           2
gestionactividades$ActividadAlumno.browse@actividadAlumnoesDs        10,5          10          11         0,5           2
gestionactividades$Factura.edit@actividadesAlumnoDs         9,5           9          10         0,5           2
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           2
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           2
gestionactividades$Responsable.browse#load              15,5          15          16         0,5           2
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           2
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           2
gestionactividades$Responsable.browse#xml                5,0           4           6         1,0           2
gestionactividades$Responsable.browse@responsablesDs         9,5           7          12         2,5           2

Performance Statistics   2016-04-09 17:06:00 - 2016-04-09 17:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:08:00 - 2016-04-09 17:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:10:00 - 2016-04-09 17:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:12:00 - 2016-04-09 17:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:14:00 - 2016-04-09 17:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit@actividadesAlumnoDs        15,0          15          15         0,0           1
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           1
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           1
gestionactividades$Responsable.browse#load             185,0         185         185         0,0           1
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           1
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#xml               73,0          73          73         0,0           1
gestionactividades$Responsable.browse@responsablesDs        25,0          25          25         0,0           1

Performance Statistics   2016-04-09 17:16:00 - 2016-04-09 17:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$ActividadAlumno.browse#init           0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#inject         0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#load          31,0          31          31         0,0           1
gestionactividades$ActividadAlumno.browse#ready          0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#xml            9,0           9           9         0,0           1
gestionactividades$ActividadAlumno.browse@actividadAlumnoesDs        26,0          26          26         0,0           1
gestionactividades$Factura.edit@actividadesAlumnoDs        27,0          27          27         0,0           1
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           1
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           1
gestionactividades$Responsable.browse#load              20,0          20          20         0,0           1
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           1
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#xml                7,0           7           7         0,0           1
gestionactividades$Responsable.browse@responsablesDs        22,0          22          22         0,0           1

Performance Statistics   2016-04-09 17:18:00 - 2016-04-09 17:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:20:00 - 2016-04-09 17:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:22:00 - 2016-04-09 17:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:24:00 - 2016-04-09 17:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:26:00 - 2016-04-09 17:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$ActividadAlumno.browse#init           0,0           0           0         0,0           5
gestionactividades$ActividadAlumno.browse#inject         0,0           0           0         0,0           5
gestionactividades$ActividadAlumno.browse#load          84,0          13         287       103,2           5
gestionactividades$ActividadAlumno.browse#ready          0,0           0           0         0,0           5
gestionactividades$ActividadAlumno.browse#uiPermissions         0,0           0           0         0,0           5
gestionactividades$ActividadAlumno.browse#xml           65,0           4         276       105,9           5
gestionactividades$ActividadAlumno.browse@actividadAlumnoesDs        20,0          10          30         6,7           5
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           3
gestionactividades$Factura.edit#inject                   2,3           0          14         5,2           6
gestionactividades$Factura.edit#load                  1841,0         260        2850      1132,1           3
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           3
gestionactividades$Factura.edit#setItem                 65,3          40          92        21,2           3
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           3
gestionactividades$Factura.edit#xml                     30,3           7          54        19,2           3
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           3
gestionactividades$Factura.edit@actividadesAlumnoDs       158,7          16         443       201,1           3
windowActions#xml                                       28,0           5          72        31,1           3

Performance Statistics   2016-04-09 17:28:00 - 2016-04-09 17:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:30:00 - 2016-04-09 17:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:32:00 - 2016-04-09 17:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:34:00 - 2016-04-09 17:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:36:00 - 2016-04-09 17:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-09 17:38:00 - 2016-04-09 17:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#load                   451,0         451         451         0,0           1
gestionactividades$Factura.edit#xml                     50,0          50          50         0,0           1
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           1
windowActions#xml                                        4,0           4           4         0,0           1

Performance Statistics   2016-04-09 17:40:00 - 2016-04-09 17:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#load                   277,3         150         403       103,3           3
gestionactividades$Factura.edit#xml                     24,7           7          60        25,0           3
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           3
windowActions#xml                                        3,0           2           5         1,4           3

Performance Statistics   2016-04-09 17:42:00 - 2016-04-09 17:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           1
gestionactividades$Factura.browse#load                 134,0         134         134         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                   67,0          67          67         0,0           1
gestionactividades$Factura.browse@facturasDs             7,0           7           7         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           1
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           2
gestionactividades$Factura.edit#load                   178,0         178         178         0,0           1
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           1
gestionactividades$Factura.edit#setItem                 61,0          61          61         0,0           1
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           1
gestionactividades$Factura.edit#xml                      4,0           4           4         0,0           1
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           1
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           1
gestionactividades$Responsable.browse#load              21,0          21          21         0,0           1
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           1
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#xml                4,0           4           4         0,0           1
gestionactividades$Responsable.browse@responsablesDs         8,0           8           8         0,0           1
windowActions#xml                                        2,0           2           2         0,0           1

Performance Statistics   2016-04-09 17:44:00 - 2016-04-09 17:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           1
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           2
gestionactividades$Factura.edit#load                   317,0         317         317         0,0           1
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           1
gestionactividades$Factura.edit#setItem                 43,0          43          43         0,0           1
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           1
gestionactividades$Factura.edit#xml                      5,0           3           6         1,4           3
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           1
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                       72,0          72          72         0,0           1
mainWindow#load                                         56,0          56          56         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                          13,0          13          13         0,0           1
windowActions#xml                                        2,0           1           3         0,8           3

Performance Statistics   2016-04-09 17:46:00 - 2016-04-09 17:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           3
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           3
gestionactividades$Factura.browse#load                  12,0          10          13         1,4           3
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           3
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           3
gestionactividades$Factura.browse#xml                    5,0           4           6         0,8           3
gestionactividades$Factura.browse@facturasDs            11,3           9          15         2,6           3
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           3
gestionactividades$Factura.edit#inject                  10,3           0          62        23,1           6
gestionactividades$Factura.edit#load                    99,3          14         176        66,4           3
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           3
gestionactividades$Factura.edit#setItem                 31,7           0          50        22,5           3
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           3
gestionactividades$Factura.edit#xml                     13,7           4          33        13,7           3
gestionactividades$Factura.edit.windowActions#load         0,7           0           2         0,9           3
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        8,5           1          16         7,5           2
mainWindow#load                                         10,0           8          12         2,0           2
mainWindow#ready                                         0,0           0           0         0,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           3,0           2           4         1,0           2
windowActions#xml                                        2,0           1           3         0,8           3

Performance Statistics   2016-04-09 17:48:00 - 2016-04-09 17:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           1
gestionactividades$Factura.browse#load                  17,0          17          17         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                    7,0           7           7         0,0           1
gestionactividades$Factura.browse@facturasDs             5,0           5           5         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           3
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           6
gestionactividades$Factura.edit#load                   100,0          14         172        65,3           3
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           3
gestionactividades$Factura.edit#setItem                 22,7           0          39        16,5           3
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           3
gestionactividades$Factura.edit#xml                      5,2           3           7         1,5           5
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           3
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           1
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           1
gestionactividades$Responsable.browse#load              13,0          13          13         0,0           1
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           1
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#xml                5,0           5           5         0,0           1
gestionactividades$Responsable.browse@responsablesDs        13,0          13          13         0,0           1
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                         26,0          26          26         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                          19,0          19          19         0,0           1
windowActions#xml                                        2,0           2           2         0,0           5

Performance Statistics   2016-04-09 17:50:00 - 2016-04-09 17:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           1
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           2
gestionactividades$Factura.edit#load                   127,0         127         127         0,0           1
gestionactividades$Factura.edit#setItem                 54,0          54          54         0,0           1
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           1
gestionactividades$Factura.edit#xml                      3,5           3           4         0,5           2
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           1
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                          8,0           8           8         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           2,0           2           2         0,0           1
windowActions#xml                                       12,5           2          23        10,5           2

Performance Statistics   2016-04-09 17:52:00 - 2016-04-09 17:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           3
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           3
gestionactividades$Factura.browse#load                  49,7          15         117        47,6           3
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           3
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           3
gestionactividades$Factura.browse#xml                   39,7           4         107        47,6           3
gestionactividades$Factura.browse@facturasDs             9,7           4          20         7,3           3
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           3
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           6
gestionactividades$Factura.edit#load                    91,7          12         146        57,6           3
gestionactividades$Factura.edit#setItem                 32,0          28          38         4,3           3
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           3
gestionactividades$Factura.edit#xml                      3,3           3           4         0,5           3
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           3
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        0,0           0           0         0,0           2
mainWindow#load                                         16,0          13          19         3,0           2
mainWindow#ready                                         0,0           0           0         0,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           5,0           4           6         1,0           2
windowActions#xml                                        2,3           2           3         0,5           3

Performance Statistics   2016-04-09 17:54:00 - 2016-04-09 17:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$ActividadAlumno.browse#init           0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#inject         0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#load          19,0          19          19         0,0           1
gestionactividades$ActividadAlumno.browse#ready          0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadAlumno.browse#xml            9,0           9           9         0,0           1
gestionactividades$ActividadAlumno.browse@actividadAlumnoesDs        10,0          10          10         0,0           1
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           4
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           4
gestionactividades$Factura.browse#load                  21,0          12          37         9,7           4
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           4
